Row ID,#water_source,#water_tech,Water Source Type
68302,Standpipe or Tapstand,,Public tap or standpipe
92973,Pump on borehole,Afridev,Borehole or tubewell
113227,Dug Well,,Unprotected dug well
228803,,Public Stand Post,Public tap or standpipe
207410,,Kiosk,Public tap or standpipe
167814,Manual pump on hand-dug well,Afridev,Protected dug well
297103,,Rainwater Harvest Tank,Rainwater
146749,Stand Post,,Public tap or standpipe
275421,,Protected spring,Protected spring
256959,,Rainwater Harvest Tank,Rainwater
51595,Shallow well,Nira/Tanira Hand pump,Protected dug well
11515,,TUBE WELL,Borehole or tubewell
54802,Machine-drilled borehole,Other Communal standpipe multiple,Borehole or tubewell
14617,,DUG WELL,Unprotected dug well
282044,,Protected spring,Protected spring
243471,,Deep borehole,Borehole or tubewell
112392,Dug Well,INDUS,Unprotected dug well
101864,Standpipe or Tapstand,,Public tap or standpipe
350753,,Temple Pump (Mandir Pump),Borehole or tubewell
312015,,Rainwater Harvest Tank,Rainwater
176052,Manual pump on hand-dug well,Consallen,Protected dug well
126125,Tube Well,INDUS,Borehole or tubewell
389209,Borehole,,Borehole or tubewell
230142,,Shallow well,Unprotected dug well
94105,Pump on hand-dug well,India Mark,Protected dug well
7231,,DUG WELL,Unprotected dug well
283705,,Deep borehole,Borehole or tubewell
196124,,DUG WELL,Unprotected dug well
10176,,DUG WELL,Unprotected dug well
352680,,Gravity Fed System with Pump,Null
241343,,Deep borehole,Borehole or tubewell
48978,River/Lake,Gravity Communal standpipe multiple,Surface water
13135,,DUG WELL,Unprotected dug well
110911,Tube Well,INDUS,Borehole or tubewell
322473,,Protected spring,Protected spring
31505,Machine Drilled Borehole,Afridev Hand pump,Borehole or tubewell
312924,,Yard tap for public use,Piped into public tap or basin
333362,gravity fed standpipe,no pump,Piped into public tap or basin
111882,Tube Well,INDUS,Borehole or tubewell
391523,Borehole,IMK II,Borehole or tubewell
8038,,TUBE WELL,Borehole or tubewell
158005,Tube Well,INDUS,Borehole or tubewell
27995,Rainwater harvesting,None Communal standpipe,Rainwater
244750,,Yard tap for public use,Piped into public tap or basin
197176,,DUG WELL,Unprotected dug well
291961,,Rainwater Harvest Tank,Rainwater
247006,,Protected spring,Protected spring
79066,Protected Well (no pump),Bucket,Protected dug well
52364,Hand-drilled tube well,SWN 80 Hand pump,Borehole or tubewell
52788,Shallow well,SWN 80 Hand pump,Protected dug well
49532,Machine Drilled Borehole,Submersible Communal standpipe multiple,Borehole or tubewell
349738,,Gravity Fed System,Null
134471,Dug Well,,Unprotected dug well
352420,,Gravity Fed System with Pump,Null
160856,Dams,,Surface water
191359,,DUG WELL,Unprotected dug well
81464,Standpipe or Tapstand,,Public tap or standpipe
205763,,Protected spring,Protected spring
299311,,Rainwater Harvest Tank,Rainwater
319245,,Protected spring,Protected spring
178680,,TUBE WELL,Borehole or tubewell
132744,Tube Well,INDUS,Borehole or tubewell
339211,Protected Deep Borehole,,Borehole or tubewell
145943,Dug Well,INDUS,Unprotected dug well
62912,,Non-Mechanized Borehole,Borehole or tubewell
11776,,DUG WELL,Unprotected dug well
29591,River/Lake,Gravity Communal standpipe,Surface water
243915,,Protected spring,Protected spring
196707,,DUG WELL,Unprotected dug well
203051,,Deep borehole,Borehole or tubewell
55357,Shallow well,Afridev Hand pump,Protected dug well
274793,,Shallow well,Unprotected dug well
295424,,Protected spring,Protected spring
318707,,Protected spring,Protected spring
260444,,Deep borehole,Borehole or tubewell
240147,,Deep borehole,Borehole or tubewell
283831,,Protected spring,Protected spring
80032,Protected Well (no pump),Bucket,Protected dug well
176363,Manual pump on hand-dug well,Afridev,Protected dug well
322908,,Protected spring,Protected spring
125971,Dug Well,,Unprotected dug well
193283,,TUBE WELL,Borehole or tubewell
27335,Hand-drilled tube well,SWN 80 Hand pump,Borehole or tubewell
161155,Boreholes,Manual (hand pump),Borehole or tubewell
279395,,Protected spring,Protected spring
278223,,Public Stand Post,Public tap or standpipe
175812,Manual pump on hand-dug well,Afridev,Protected dug well
19046,River/Lake,Gravity Communal standpipe,Surface water
49942,Shallow well,Nira/Tanira Hand pump,Protected dug well
246463,,Deep borehole,Borehole or tubewell
100677,Pump on hand-dug well,Afridev,Protected dug well
61990,,Non-Mechanized Borehole,Borehole or tubewell
51048,River/Lake,KSB Communal standpipe,Surface water
291146,,Protected spring,Protected spring
31157,Machine Drilled Borehole,India mark II Hand pump,Borehole or tubewell
29550,River/Lake,Gravity Communal standpipe,Surface water
258137,,Protected spring,Protected spring
256437,,Shallow well,Unprotected dug well
219706,,Protected spring,Protected spring
165210,Manual pump on hand-dug well,Unknown or Unclear (e.g. head missing/stolen),Protected dug well
77069,Pump on hand-dug well,Kardia,Protected dug well
112383,Tube Well,,Borehole or tubewell
83230,Protected Well (no pump),Bucket,Protected dug well
397990,,Hand pumps/Number of hand pumps,Borehole or tubewell
274343,,Protected spring,Protected spring
11774,,DUG WELL,Unprotected dug well
134346,Tube Well,INDUS,Borehole or tubewell
7549,,TUBE WELL,Borehole or tubewell
203295,,Protected spring,Protected spring
192286,,TUBE WELL,Borehole or tubewell
166891,Manual pump on hand-dug well,Afridev,Protected dug well
290784,,Yard tap for public use,Piped into public tap or basin
180989,,TUBE WELL,Borehole or tubewell
230086,,Deep borehole,Borehole or tubewell
273804,,Yard tap for public use,Piped into public tap or basin
79389,Protected Well (no pump),Bucket,Protected dug well
150698,Stand Post,,Public tap or standpipe
286341,,Rainwater Harvest Tank,Rainwater
60976,,Non-Mechanized Borehole,Borehole or tubewell
241208,,Protected spring,Protected spring
316229,,Public Stand Post,Public tap or standpipe
227299,,Protected spring,Protected spring
184243,,DUG WELL,Unprotected dug well
284583,,Protected spring,Protected spring
291724,,Rainwater Harvest Tank,Rainwater
109739,Standpipe or Tapstand,,Public tap or standpipe
16011,Shallow well,None Other,Unprotected dug well
274822,,Protected spring,Protected spring
167652,Manual pump on hand-dug well,Afridev,Protected dug well
126829,Tube Well,INDUS,Borehole or tubewell
180670,,TUBE WELL,Borehole or tubewell
98560,Pump on hand-dug well,India Mark,Protected dug well
67186,Protected Well (no pump),Bucket,Protected dug well
66925,Pump on hand-dug well,Kardia,Protected dug well
202523,Spring,Gravity fed,Protected spring
116658,Dug Well,,Unprotected dug well
178649,,TUBE WELL,Borehole or tubewell
224173,,Public Stand Post,Public tap or standpipe
388277,Borehole,IMK II,Borehole or tubewell
111215,Stand Post,,Public tap or standpipe
226182,,Deep borehole,Borehole or tubewell
53737,Machine-drilled borehole,Other Communal standpipe multiple,Borehole or tubewell
180426,,DUG WELL,Unprotected dug well
5428,,DUG WELL,Unprotected dug well
246760,,Protected spring,Protected spring
334465,Rain water,Hand manual|Other|,Rainwater
206071,,Protected spring,Protected spring
222273,,Deep borehole,Borehole or tubewell
209641,,Protected spring,Protected spring
288037,,Shallow well,Unprotected dug well
211116,,Protected spring,Protected spring
323266,,Deep borehole,Borehole or tubewell
147787,Tube Well,PAMIR,Borehole or tubewell
219708,,Deep borehole,Borehole or tubewell
198589,,TUBE WELL,Borehole or tubewell
9162,,DUG WELL,Unprotected dug well
390398,Borehole,IMK II,Borehole or tubewell
318443,,Protected spring,Protected spring
166083,Manual pump on hand-dug well,Afridev,Protected dug well
64280,Pump on hand-dug well,Inkar,Protected dug well
213474,,Deep borehole,Borehole or tubewell
11127,,TUBE WELL,Borehole or tubewell
94826,Pump on hand-dug well,Unidentified,Protected dug well
277596,,Public Stand Post,Public tap or standpipe
398674,,Public standpipe|Hand pumps/Number of hand pumps,Public tap or standpipe
317295,,Protected spring,Protected spring
183818,,TUBE WELL,Borehole or tubewell
160291,Roof Catchment,Gravity,Rainwater
147416,Tube Well,INDUS,Borehole or tubewell
219722,,Shallow well,Unprotected dug well
244955,,Deep borehole,Borehole or tubewell
225984,,Deep borehole,Borehole or tubewell
202423,Spring,Gravity fed,Protected spring
206074,,Shallow well,Unprotected dug well
396170,,Hand pumps/Number of hand pumps,Borehole or tubewell
159815,Tube Well,INDUS,Borehole or tubewell
118669,Tube Well,INDUS,Borehole or tubewell
257682,,Protected spring,Protected spring
290617,,Deep borehole,Borehole or tubewell
14043,,DUG WELL,Unprotected dug well
134521,Dug Well,INDUS,Unprotected dug well
221342,,Protected spring,Protected spring
271739,,Deep borehole,Borehole or tubewell
220924,,Deep borehole,Borehole or tubewell
225592,,Protected spring,Protected spring
110407,Standpipe or Tapstand,,Public tap or standpipe
62563,,Non-Mechanized Borehole,Borehole or tubewell
61676,,Non-Mechanized Borehole,Borehole or tubewell
15139,Spring,Gravity Communal standpipe,Protected spring
280262,,Yard tap for public use,Piped into public tap or basin
81079,Pump on hand-dug well,Inkar,Protected dug well
256729,,Shallow well,Unprotected dug well
387044,Borehole,,Borehole or tubewell
62254,,Non-Mechanized Borehole,Borehole or tubewell
163777,Manual pump on borehole,Afridev,Borehole or tubewell
113176,Dug Well,,Unprotected dug well
176228,Manual pump on hand-dug well,India Mark,Protected dug well
226532,,Deep borehole,Borehole or tubewell
298264,,Rainwater Harvest Tank,Rainwater
291578,,Shallow well,Unprotected dug well
261579,,Deep borehole,Borehole or tubewell
313767,,Shallow well,Unprotected dug well
131204,Tube Well,INDUS,Borehole or tubewell
174886,Manual pump on hand-dug well,Afridev,Protected dug well
81775,Protected Well (no pump),Bucket,Protected dug well
192108,,TUBE WELL,Borehole or tubewell
210968,,Protected spring,Protected spring
227724,,Deep borehole,Borehole or tubewell
11769,,DUG WELL,Unprotected dug well
109002,Standpipe or Tapstand,,Public tap or standpipe
65409,Protected Well (no pump),Bucket,Protected dug well
180157,,DUG WELL,Unprotected dug well
181724,,DUG WELL,Unprotected dug well
110680,Standpipe or Tapstand,,Public tap or standpipe
113433,Tube Well,KABUL,Borehole or tubewell
278381,,Yard tap for public use,Piped into public tap or basin
310036,,Rainwater Harvest Tank,Rainwater
117038,Tube Well,INDUS,Borehole or tubewell
199369,,TUBE WELL,Borehole or tubewell
256398,,Public Stand Post,Public tap or standpipe
147606,Tube Well,INDUS,Borehole or tubewell
335572,Unprotected dug well,,Unprotected dug well
352396,,Gravity Fed System with Pump,Null
161447,Boreholes,,Borehole or tubewell
49698,Machine Drilled Borehole,Submersible Communal standpipe multiple,Borehole or tubewell
209484,,Protected spring,Protected spring
275471,,Protected spring,Protected spring
198698,,TUBE WELL,Borehole or tubewell
117895,Tube Well,,Borehole or tubewell
80096,Protected Well (no pump),Bucket,Protected dug well
16560,Shallow well,None Other,Unprotected dug well
241591,,Deep borehole,Borehole or tubewell
126372,Tube Well,,Borehole or tubewell
158776,Stand Post,,Public tap or standpipe
296648,,Public Stand Post,Public tap or standpipe
282874,,Rainwater Harvest Tank,Rainwater
204381,,Deep borehole,Borehole or tubewell
175282,Manual pump on hand-dug well,Afridev,Protected dug well
319608,,Protected spring,Protected spring
145443,Dug Well,KABUL,Unprotected dug well
11924,,DUG WELL,Unprotected dug well
312002,,Rainwater Harvest Tank,Rainwater
126747,Tube Well,INDUS,Borehole or tubewell
391147,Borehole,IMK II,Borehole or tubewell
243638,,Shallow well,Unprotected dug well
115248,Tube Well,INDUS,Borehole or tubewell
224616,,Deep borehole,Borehole or tubewell
240462,,Shallow well,Unprotected dug well
180247,,TUBE WELL,Borehole or tubewell
352621,,Gravity Fed System with Pump,Null
324624,,Public Stand Post,Public tap or standpipe
176817,Manual pump on hand-dug well,Afridev,Protected dug well
194481,,DUG WELL,Unprotected dug well
312562,,Rainwater Harvest Tank,Rainwater
348753,,Kiosk with Piped Supply,Public tap or standpipe
271168,,Yard tap for public use,Piped into public tap or basin
288727,,Public Stand Post,Public tap or standpipe
131584,Stand Post,,Public tap or standpipe
313059,,Rainwater Harvest Tank,Rainwater
149868,Tube Well,INDUS,Borehole or tubewell
80711,Pump on borehole,Kardia,Borehole or tubewell
293180,,Rainwater Harvest Tank,Rainwater
322405,,Protected spring,Protected spring
32324,Shallow well,Other Hand pump,Protected dug well
11454,,DUG WELL,Unprotected dug well
242242,,Protected spring,Protected spring
12341,,DUG WELL,Unprotected dug well
16674,Spring,Gravity Communal standpipe,Protected spring
259374,,Deep borehole,Borehole or tubewell
166342,Manual pump on hand-dug well,Afridev,Protected dug well
158419,Tube Well,INDUS,Borehole or tubewell
237337,,Deep borehole,Borehole or tubewell
66738,Standpipe or Tapstand,,Public tap or standpipe
50252,Shallow well,SWN 80 Hand pump,Protected dug well
134925,Dug Well,,Unprotected dug well
12585,,DUG WELL,Unprotected dug well
19666,Spring,None Communal standpipe multiple,Protected spring
273279,,Rainwater Harvest Tank,Rainwater
394310,,Protected Shallow Well,Protected dug well
253599,,Protected spring,Protected spring
311589,,Rainwater Harvest Tank,Rainwater
148541,Tube Well,INDUS,Borehole or tubewell
318285,,Yard tap for public use,Piped into public tap or basin
241170,,Protected spring,Protected spring
54389,Shallow well,Nira/Tanira Hand pump,Protected dug well
204167,,Deep borehole,Borehole or tubewell
319935,,Shallow well,Unprotected dug well
175611,Manual pump on hand-dug well,India Mark,Protected dug well
80440,Pump on borehole,Kardia,Borehole or tubewell
387287,Borehole,IMK II,Borehole or tubewell
81032,Protected Well (no pump),Bucket,Protected dug well
199546,,TUBE WELL,Borehole or tubewell
225646,,Rainwater Harvest Tank,Rainwater
227266,,Protected spring,Protected spring
56756,Shallow well,Other Hand pump,Protected dug well
296256,,Protected spring,Protected spring
148545,Dug Well,KABUL,Unprotected dug well
177247,Manual pump on hand-dug well,Afridev,Protected dug well
228501,,Protected spring,Protected spring
164842,Manual pump on hand-dug well,Afridev,Protected dug well
392361,Hand Dug Well,Manual/foot-Afridev,Unprotected dug well
259350,,Deep borehole,Borehole or tubewell
222695,,Deep borehole,Borehole or tubewell
7026,,DUG WELL,Unprotected dug well
310698,,Yard tap for public use,Piped into public tap or basin
291484,,Shallow well,Unprotected dug well
388231,Borehole,Duba,Borehole or tubewell
191766,,DUG WELL,Unprotected dug well
9896,,DUG WELL,Unprotected dug well
351050,,PHE 6 Handpump,Borehole or tubewell
349085,,Private Tap with Piped Supply,Piped into to yard/plot
32722,Dam,Mono Communal standpipe,Surface water
281554,,Protected spring,Protected spring
201757,,Unprotected body of water,Surface water
100863,Protected Well (no pump),Bucket,Protected dug well
218412,,Protected spring,Protected spring
179154,,STAND POST,Public tap or standpipe
225501,,Deep borehole,Borehole or tubewell
112560,Stand Post,,Public tap or standpipe
275776,,Protected spring,Protected spring
134074,Tube Well,INDUS,Borehole or tubewell
311669,,Rainwater Harvest Tank,Rainwater
261875,,Shallow well,Unprotected dug well
351096,,Temple Pump (Mandir Pump),Borehole or tubewell
227762,,Deep borehole,Borehole or tubewell
158276,Dug Well,,Unprotected dug well
242884,,Protected spring,Protected spring
208535,,Rainwater Harvest Tank,Rainwater
175558,Manual pump on hand-dug well,Afridev,Protected dug well
197153,,DUG WELL,Unprotected dug well
24549,River/Lake,Gravity Communal standpipe,Surface water
321887,,Protected spring,Protected spring
336226,Protected Spring,Gravity,Protected spring
176682,Manual pump on hand-dug well,Consallen,Protected dug well
143915,Stand Post,,Public tap or standpipe
92919,Pump on borehole,Kardia,Borehole or tubewell
352376,,Temple Pump (Mandir Pump),Borehole or tubewell
115228,Tube Well,INDUS,Borehole or tubewell
396874,,Hand pumps/Number of hand pumps,Borehole or tubewell
80275,Protected Well (no pump),Bucket,Protected dug well
257090,,Protected spring,Protected spring
205766,,Protected spring,Protected spring
272103,,Valley Tank,Null
80806,Standpipe or Tapstand,,Public tap or standpipe
157944,Dug Well,,Unprotected dug well
332798,mechanic borehole,Afridev,Borehole or tubewell
27181,Spring,Gravity Improved spring,Protected spring
287573,,Yard tap for public use,Piped into public tap or basin
17872,Machine-drilled borehole,Mono Communal standpipe,Borehole or tubewell
60876,,Non-Mechanized Borehole,Borehole or tubewell
2431,,DUG WELL,Unprotected dug well
282230,,Shallow well,Unprotected dug well
205740,,Shallow well,Unprotected dug well
238925,,Protected spring,Protected spring
237879,,Rainwater Harvest Tank,Rainwater
334978,Rainwater (harvesting),Hand manual,Rainwater
135045,Dug Well,,Unprotected dug well
161901,Dams,,Surface water
395056,Borehole,Manual/foot-Afridev,Borehole or tubewell
161018,Boreholes,Manual (hand pump),Borehole or tubewell
165250,Manual pump on hand-dug well,Vergnet,Protected dug well
182582,,STAND POST,Public tap or standpipe
31440,Machine-drilled borehole,KSB Communal standpipe multiple,Borehole or tubewell
80450,Protected Well (no pump),Bucket,Protected dug well
51763,River,Gravity Communal standpipe multiple,Surface water
205547,,Shallow well,Unprotected dug well
178107,Manual pump on hand-dug well,Afridev,Protected dug well
258126,,Protected spring,Protected spring
11126,,TUBE WELL,Borehole or tubewell
276071,,Rainwater Harvest Tank,Rainwater
292393,,Shallow well,Unprotected dug well
6818,,DUG WELL,Unprotected dug well
295347,,Yard tap for public use,Piped into public tap or basin
225471,,Deep borehole,Borehole or tubewell
337289,Tube well or borehole,Hand Pump|India Mark II,Borehole or tubewell
100767,Protected spring,,Protected spring
224047,,Deep borehole,Borehole or tubewell
12493,,DUG WELL,Unprotected dug well
238135,,Deep borehole,Borehole or tubewell
228313,,Rainwater Harvest Tank,Rainwater
244511,,Public Stand Post,Public tap or standpipe
49487,Machine Drilled Borehole,Submersible Communal standpipe,Borehole or tubewell
15884,Shallow well,SWN 80 Hand pump,Protected dug well
100343,Pump on borehole,India Mark,Borehole or tubewell
65890,Standpipe or Tapstand,,Public tap or standpipe
16816,Machine-drilled borehole,India mark II Hand pump,Borehole or tubewell
349281,,Gravity Fed System,Null
65480,Pump on hand-dug well,Kardia,Protected dug well
130380,Tube Well,INDUS,Borehole or tubewell
223710,,Protected spring,Protected spring
218522,,Shallow well,Unprotected dug well
243182,,Deep borehole,Borehole or tubewell
228361,,Rainwater Harvest Tank,Rainwater
217325,,Protected spring,Protected spring
162852,Manual pump on hand-dug well,Afridev,Protected dug well
391471,Borehole,IMK II,Borehole or tubewell
278503,,Protected spring,Protected spring
54907,Shallow well,None Hand pump,Protected dug well
391260,Borehole,IMK II,Borehole or tubewell
166113,Manual pump on hand-dug well,Afridev,Protected dug well
130812,Dug Well,,Unprotected dug well
79466,Protected Well (no pump),Bucket,Protected dug well
51248,Machine Drilled Borehole,KSB Hand pump,Borehole or tubewell
79694,Pump on borehole,Kardia,Borehole or tubewell
114130,Tube Well,INDUS,Borehole or tubewell
134704,Tube Well,INDUS,Borehole or tubewell
240059,,Shallow well,Unprotected dug well
278441,,Shallow well,Unprotected dug well
68205,Standpipe or Tapstand,,Public tap or standpipe
118196,Tube Well,INDUS,Borehole or tubewell
338846,,Borehole with hand pump,Borehole or tubewell
210861,,Protected spring,Protected spring
256638,,Shallow well,Unprotected dug well
272466,,Deep borehole,Borehole or tubewell
164651,Manual pump on hand-dug well,Afridev,Protected dug well
387627,Borehole,IMK II,Borehole or tubewell
320655,,Rainwater Harvest Tank,Rainwater
315731,,Protected spring,Protected spring
258525,,Protected spring,Protected spring
69206,Standpipe or Tapstand,,Public tap or standpipe
277023,,Shallow well,Unprotected dug well
180691,,TUBE WELL,Borehole or tubewell
394125,,Protected Shallow Well,Protected dug well
82514,Water Kiosk with Tank,,Public tap or standpipe
226444,,Deep borehole,Borehole or tubewell
201662,,Shallow Well,Unprotected dug well
143857,Stand Post,,Public tap or standpipe
280207,,Shallow well,Unprotected dug well
180934,,DUG WELL,Unprotected dug well
311678,,Rainwater Harvest Tank,Rainwater
110258,Protected Well (no pump),Bucket,Protected dug well
215315,,Rainwater Harvest Tank,Rainwater
24440,River/Lake,Gravity Communal standpipe,Surface water
221783,,Deep borehole,Borehole or tubewell
15034,Spring,Gravity Communal standpipe,Protected spring
278414,,Shallow well,Unprotected dug well
144982,Dug Well,INDUS,Unprotected dug well
222924,,Deep borehole,Borehole or tubewell
99349,Pump on hand-dug well,India Mark,Protected dug well
181133,,DUG WELL,Unprotected dug well
77731,Standpipe or Tapstand,,Public tap or standpipe
60785,,Non-Mechanized Borehole,Borehole or tubewell
205625,,Protected spring,Protected spring
795,,DUG WELL,Unprotected dug well
49058,River/Lake,Mono Communal standpipe multiple,Surface water
391179,Borehole,IMK II,Borehole or tubewell
221962,,Deep borehole,Borehole or tubewell
224971,,Kiosk,Public tap or standpipe
218838,,Shallow well,Unprotected dug well
278480,,Shallow well,Unprotected dug well
196674,,DUG WELL,Unprotected dug well
225412,,Deep borehole,Borehole or tubewell
286718,,Deep borehole,Borehole or tubewell
118358,Stand Post,,Public tap or standpipe
127303,Tube Well,INDUS,Borehole or tubewell
270543,,Protected spring,Protected spring
397100,,Hand pumps/Number of hand pumps,Borehole or tubewell
246836,,Protected spring,Protected spring
130751,Tube Well,INDUS,Borehole or tubewell
64244,Pump on borehole,Kardia,Borehole or tubewell
114497,Tube Well,KABUL,Borehole or tubewell
210117,,Protected spring,Protected spring
132185,Tube Well,INDUS,Borehole or tubewell
243916,,Protected spring,Protected spring
261416,,Rainwater Harvest Tank,Rainwater
391691,Borehole,,Borehole or tubewell
332878,mechanic borehole,Afridev,Borehole or tubewell
256221,,Yard tap for public use,Piped into public tap or basin
129502,Tube Well,INDUS,Borehole or tubewell
178111,Manual pump on hand-dug well,Afridev,Protected dug well
192046,,DUG WELL,Unprotected dug well
99548,Pump on hand-dug well,PB Mark II,Protected dug well
209126,,Protected spring,Protected spring
162289,Boreholes,Manual (hand pump),Borehole or tubewell
297614,,Rainwater Harvest Tank,Rainwater
19516,Spring,Mono Hand pump,Protected spring
175668,Manual pump on borehole,India Mark,Borehole or tubewell
130172,Tube Well,INDUS,Borehole or tubewell
5109,,DUG WELL,Unprotected dug well
68749,Protected Well (no pump),Bucket,Protected dug well
175983,Manual pump on hand-dug well,Unknown or Unclear (e.g. head missing/stolen),Protected dug well
135115,Tube Well,INDUS,Borehole or tubewell
273556,,Yard tap for public use,Piped into public tap or basin
196946,,DUG WELL,Unprotected dug well
196464,,DUG WELL,Unprotected dug well
238110,,Shallow well,Unprotected dug well
147804,Tube Well,PAMIR,Borehole or tubewell
194430,,DUG WELL,Unprotected dug well
321046,,Protected spring,Protected spring
196955,,DUG WELL,Unprotected dug well
97576,Pump on hand-dug well,India Mark,Protected dug well
283998,,Rainwater Harvest Tank,Rainwater
296665,,Public Stand Post,Public tap or standpipe
339018,Protected Deep Borehole,,Borehole or tubewell
15783,Spring,Gravity Communal standpipe,Protected spring
25062,Spring,Gravity Communal standpipe,Protected spring
144488,Tube Well,INDUS,Borehole or tubewell
201715,,Shallow Well,Unprotected dug well
387430,Borehole,IMK II,Borehole or tubewell
162078,Dams,"Hand / manual (e.g. rope pump, rope & bucket)",Surface water
178613,,"50m_, 12m high steel elevated water tank",Null
333735,Dam/Pan(runoff harvesting),,Surface water
149191,Dug Well,KABUL,Unprotected dug well
324804,,Yard tap for public use,Piped into public tap or basin
51947,Hand-drilled tube well,SWN 80 Hand pump,Borehole or tubewell
335575,Protected dug well,Hand manual,Protected dug well
325244,,Public Stand Post,Public tap or standpipe
335394,Protected dug well,Hand manual,Protected dug well
286105,,Rainwater Harvest Tank,Rainwater
295614,,Shallow well,Unprotected dug well
3153,,DUG WELL,Unprotected dug well
318538,,Protected spring,Protected spring
219951,,Deep borehole,Borehole or tubewell
195334,,DUG WELL,Unprotected dug well
273122,,Shallow well,Unprotected dug well
141793,Tube Well,INDUS,Borehole or tubewell
32542,River/Lake,Gravity Communal standpipe,Surface water
298440,,Deep borehole,Borehole or tubewell
26002,Shallow well,Nira/Tanira Hand pump,Protected dug well
142121,PW,,Protected dug well
67479,Standpipe or Tapstand,,Public tap or standpipe
217700,,Protected spring,Protected spring
195820,,DUG WELL,Unprotected dug well
351986,,Temple Pump (Mandir Pump),Borehole or tubewell
151362,Tube Well,PAMIR,Borehole or tubewell
315865,,Deep borehole,Borehole or tubewell
133548,Dug Well,INDUS,Unprotected dug well
112836,Dug Well,INDUS,Unprotected dug well
204807,,Deep borehole,Borehole or tubewell
218287,,Shallow well,Unprotected dug well
284222,,Deep borehole,Borehole or tubewell
218808,,Deep borehole,Borehole or tubewell
76932,Pump on hand-dug well,Afridev,Protected dug well
255750,,Shallow well,Unprotected dug well
348711,,Kiosk with Piped Supply,Public tap or standpipe
320228,,Yard tap for public use,Piped into public tap or basin
230640,,Deep borehole,Borehole or tubewell
99230,Pump on hand-dug well,Unidentified,Protected dug well
16470,Shallow well,None Other,Unprotected dug well
216863,,Deep borehole,Borehole or tubewell
306445,,Rainwater Harvest Tank,Rainwater
116158,Stand Post,,Public tap or standpipe
98070,Standpipe or Tapstand,,Public tap or standpipe
257224,,Shallow well,Unprotected dug well
319805,,Protected spring,Protected spring
204739,,Deep borehole,Borehole or tubewell
320710,,Public Stand Post,Public tap or standpipe
49190,Shallow well,Afridev Hand pump,Protected dug well
203297,,Protected spring,Protected spring
53124,Shallow well,SWN 80 Hand pump,Protected dug well
191321,,DUG WELL,Unprotected dug well
30284,River/Lake,Gravity Communal standpipe,Surface water
61393,,Non-Mechanized Borehole,Borehole or tubewell
194338,,DUG WELL,Unprotected dug well
149332,Dug Well,KABUL,Unprotected dug well
292122,,Rainwater Harvest Tank,Rainwater
398350,,Piped water into school building,Null
78269,Pump on hand-dug well,India Mark,Protected dug well
196420,,DUG WELL,Unprotected dug well
127703,Tube Well,,Borehole or tubewell
322021,,Protected spring,Protected spring
282606,,Rainwater Harvest Tank,Rainwater
128775,Tube Well,INDUS,Borehole or tubewell
272901,,Rainwater Harvest Tank,Rainwater
348930,,Kiosk with Piped Supply,Public tap or standpipe
180377,,DUG WELL,Unprotected dug well
99951,Pump on hand-dug well,India Mark,Protected dug well
26735,Shallow well,Nira/Tanira Hand pump,Protected dug well
247021,,Protected spring,Protected spring
99085,Pump on hand-dug well,PB Mark II,Protected dug well
215890,,Deep borehole,Borehole or tubewell
339653,Protected Deep Borehole,,Borehole or tubewell
270655,,Protected spring,Protected spring
214213,,Deep borehole,Borehole or tubewell
8730,,DUG WELL,Unprotected dug well
199339,,TUBE WELL,Borehole or tubewell
61536,,Non-Mechanized Borehole,Borehole or tubewell
16369,Shallow well,None Other,Unprotected dug well
256635,,Rainwater Harvest Tank,Rainwater
162401,Dams,"Hand / manual (e.g. rope pump, rope & bucket)",Surface water
203068,,Shallow well,Unprotected dug well
339785,Private Tap,,Piped into to yard/plot
337402,Unprotected Spring,,Unprotected spring
131369,Tube Well,PAMIR,Borehole or tubewell
193670,,TUBE WELL,Borehole or tubewell
60546,,Non-Mechanized Borehole,Borehole or tubewell
199093,,DUG WELL,Unprotected dug well
198520,,DUG WELL,Unprotected dug well
162036,Boreholes,,Borehole or tubewell
238538,,Protected spring,Protected spring
286264,,Yard tap for public use,Piped into public tap or basin
114168,Tube Well,INDUS,Borehole or tubewell
322438,,Protected spring,Protected spring
53535,Other,Gravity Other,Null
142854,Stand Post,,Public tap or standpipe
292794,,Shallow well,Unprotected dug well
298394,,Rainwater Harvest Tank,Rainwater
177877,Manual pump on hand-dug well,Afridev,Protected dug well
311627,,Protected spring,Protected spring
163597,Manual pump on borehole,Unknown or Unclear (e.g. head missing/stolen),Borehole or tubewell
207530,,Kiosk,Public tap or standpipe
277175,,Protected spring,Protected spring
183726,,DUG WELL,Unprotected dug well
146393,Dug Well,KABUL,Unprotected dug well
292959,,Shallow well,Unprotected dug well
313940,,Public Stand Post,Public tap or standpipe
350645,,PHE 6 Handpump,Borehole or tubewell
146729,DE,INDUS,Null
146044,Dug Well,INDUS,Unprotected dug well
134811,Tube Well,INDUS,Borehole or tubewell
100895,Protected Well (no pump),Bucket,Protected dug well
26218,Shallow well,Nira/Tanira Hand pump,Protected dug well
66690,Standpipe or Tapstand,,Public tap or standpipe
309558,,Rainwater Harvest Tank,Rainwater
134364,Tube Well,PAMIR,Borehole or tubewell
131370,Tube Well,PAMIR,Borehole or tubewell
113117,Tube Well,,Borehole or tubewell
54912,Other,Other Other,Null
